title,authors,year,journal,doi,labels,appears_in_multiple_labels,downloaded
EXPLORING THE SOIL-ASSOCIATED BACTERIAL MICROBIOME OF COFFEE PLANTATIONS IN DIFFERENT REGIONS OF COLOMBIA: A METABARCODING APPROACH,"Gómez-Godínez, L.J. and Ochoa, V. and Faggioli, V. and Cristancho, M.",2024,Tropical and Subtropical Agroecosystems,10.56369/tsaes.5196,coffee_general,False,no
"Agricultural Productivity and Multidimensional Poverty Reduction in Colombia: An Analysis of Coffee, Plantain, and Corn Crops","Betancourt, J.A. and Florez-Yepes, G.Y. and Garcés-Gómez, Y.A.",2024,Earth (Switzerland),10.3390/earth5040032,coffee_general,False,no
Increasing the Additional Value of Coffee Cultivation Results in Brebes Regency with a Value Chain Analysis Approach,"Rastuti, U. and Yunanto, A. and Jatmiko, D.P.",2022,Quality - Access to Success,10.47750/QAS/23.188.13,coffee_general,False,no
Agricultural zoning of Coffea arabica in Brazil for current and future climate scenarios: implications for the coffee industry,"Lorençone, J.A. and de Oliveira Aparecido, L.E. and Lorençone, P.A. and Torsoni, G.B. and de Lima, R.F. and da Silva Cabral de Moraes, J.R. and de Souza Rolim, G.",2025,"Environment, Development and Sustainability",10.1007/s10668-023-04066-3,coffee_general,False,no
Efficiency Investigation of Coffee Production Waste Drying by Filtration Method,"Ivashchuk, O.S. and Atamanyuk, V.M. and Chyzhovych, R.A.",2024,Journal of Engineering Sciences (Ukraine),10.21272/jes.2024.11(2).f2,drying_kinetics,False,no
"Investigation of Thin-Layer Drying of Coffee Beans Using a Double-Condenser Compression Refrigeration System: Effects of Air Mass Flux, Specific Humidity and Drying Temperature","Dzaky, M.I. and Kosasih, E.A. and Hakim, I.I. and Zikri, A.",2023,Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,10.37934/arfmts.106.1.90103,coffee_quality,False,no
Development and validation of a heated drying air diffusion system to optimize rotary dryers and final coffee quality,"Coradi, P.C. and Martens, S. and Rodrigues, H.E. and Leal, A.F. and Da Costa, D.R. and Saath, R. and Borém, F.M.",2021,PLoS ONE,10.1371/journal.pone.0251312,coffee_quality,False,no
Effect of temperature on drying kinetics and quality attributes of coffee beans during hot air drying,"Fernando, A.J. and Amaratunga, K.S.P. and Dan, D. and THKR De, S.",2025,Journal of the National Science Foundation of Sri Lanka,10.4038/jnsfsr.v53i3.12590,coffee_quality,False,no
PHOTOVOLTAIC PLANT TO SUPPLY ENERGY FOR AN ELECTRIC COFFEE DRYER - ENERGY COSTS AND COMPENSATION,"Konopatzki, E.A. and de Oliveira, C.L. and Marangoni, F. and Edwiges, T. and Christ, D.",2023,Engenharia Agricola,10.1590/1809-4430-Eng.Agric.v43nepe20220150/2023,energy_efficiency,False,no
Price and quality of coffee (Coffea arabica L.) dried using air dehumidified by convection,"Konopatzki, E.A. and Christ, D. and Coelho, S.R.M. and Demito, A. and Werncke, I. and Camicia, R.G.M.",2019,Engenharia Agricola,10.1590/1809-4430-Eng.Agric.v39n5p649-658/2019,coffee_quality,False,no
Sensory quality of coffea arabica l. Genotypes influenced by postharvest processing,"Barbosa, I.P. and de Oliveira, A.C.B. and Rosado, R.D.S. and Sakiyama, N.S. and Cruz, C.D. and Pereira, A.A.",2019,Crop Breeding and Applied Biotechnology,10.1590/1984-70332019v19n4a60,coffee_general,False,no
Coffee beans industrial vibrofluidized bed drying optimization (coffea arabica L.),"Ventura-Cruz, S. and Ramírez-Segura, O. and Flores-Alamo, N. and Ramírez-Gerardo, M. and Rodríguez-Ramírez, E.",2019,Revista Mexicana de Ingeniera Quimica,10.24275/uam/izt/dcbi/revmexingquim/2019v18n2/Ventura,mechanical_drying,False,no
Thin-layer drying of parchment Arabica coffee by controlling temperature and relative humidity,"Phitakwinai, S. and Thepa, S. and Nilnont, W.",2019,Food Science and Nutrition,10.1002/fsn3.1144,drying_kinetics,False,no
Microstructure and reconstitution of freeze-dried gum Arabic at a range of concentrations and primary drying temperatures,"Malik, N. and Muttakin, S. and Lopez-Quiroga, E. and Watson, N.J. and Fryer, P.J. and Bakalis, S. and Gouseti, O.",2020,Food Hydrocolloids,10.1016/j.foodhyd.2020.105712,mechanical_drying,False,no
"Quality of arabic coffee under different processing systems, drying methods and altitudes","Do Carmo, K.B. and Do Carmo, J.C.B. and Krause, M.R. and Moreli, A.P. and Lo Monaco, P.A.V.",2020,Bioscience Journal,10.14393/BJ-v36n4a2020-47890,coffee_quality,False,no
Activation Energy Analysis of Coffee Beans Drying Using Double Condenser Refrigeration System,"Dzaky, M.I. and Kosasih, E.A. and Fauzi, M.B. and Prabowo, A.T. and Zikri, A. and Wibowo F.C. and Taufik null and Samsudin A. and Budi E. and Indrasari W. and Nasbey H. and Prayitno T.B. and Bakri F. and Muliyati D. and Sanjaya L.A.",2022,Journal of Physics: Conference Series,10.1088/1742-6596/2377/1/012058,coffee_quality,False,no
Quality of natural coffee dried under different temperatures and drying rates,"Borém, F.M. and Isquierdo, E.P. and Alves, G.E. and Ribeiro, D.E. and Siqueira, V.C. and Taveira, J.H.S.",2018,Coffee Science,10.25186/cs.v13i2.1410,coffee_quality,False,no
The influence of hot-air mechanical drying on the sensory quality of specialty Colombian coffee,"Largo-Avila, E. and Suarez-Rodríguez, C.H. and Montero, J.L. and Strong, M. and Juan, O.-A.",2023,AIMS Agriculture and Food,10.3934/AGRFOOD.2023042,coffee_quality,False,no
Efect of lnf (Cna-cnb) enzyme complex in the drying process and the coffee quality,"Santos, D.F. and Franco Junior, K.S. and da Silva, C.H. and Neto, J.F.D.S. and Paiva, L.C. and Brigante, G.P.",2020,Coffee Science,10.25186/.v15i.1677,coffee_drying_stage,False,no
Effect of spray-drying conditions on moisture content and particle size of coffee extract in a prototype dryer,"Villegas-Santiago, J. and Gómez-Navarro, F. and Domínguez-Niño, A. and García-Alvarado, M.A. and Salgado-Cervantes, M.A. and Luna-Solano, G.",2020,Revista Mexicana de Ingeniera Quimica,10.24275/rmiq/Proc767,mechanical_drying,False,no
Influence of different temperatures and airflows on drying of natural and pulped coffee,"Alves, G.E. and Borém, F.M. and Andrade, E.T. and Isquierdo, E.P. and Siqueira, V.C. and Dias, C.A.",2020,Engenharia Agricola,10.1590/1809-4430-ENG.AGRIC.V40N2P192-200/2020,coffee_quality,False,no
Enhancing rotary dryer efficiency: Adjusting blower speed for optimal temperature stability in coffee bean drying,"Syamsiana, I.N. and Nafisah, N. and Suma, A.D.W. and Fiernaningsih, N. and Amalia, R.N. and Nurwicaksana, W.A.",2025,MethodsX,10.1016/j.mex.2025.103477,drying_kinetics,False,no
"Comparative Life Cycle Assessment (LCA) in the Agri-Food Industry, Focusing on Organic and Conventional Coffee","Hasan, Y. and Roy, P. and Abbassi, B.",2024,Sustainability (Switzerland),10.3390/su162410819,coffee_processing,False,no
Endocarp analysis of a traditional variety of colombian coffee,"Muñoz, M. and Roa, M. and Correa, R.",2019,Coffee Science,10.25186/cs.v14i2.1572,coffee_quality,False,no
Comparative analysis of drying coffee beans using microwave and conventional oven,"Muñoz-neira, M.J. and Roa-ardila, M.F. and Correa-celi, C.R.",2020,Revista Facultad de Ingenieria,10.17533/udea.redin.20191151,drying_kinetics,False,no
Economic analysis of low-temperature grain drying,"Santana, P.A. and de Carvalho Lopes, D. and Neto, A.J.S.",2019,Emirates Journal of Food and Agriculture,10.9755/ejfa.2019.v31.i12.2040,energy_efficiency,False,no
Modeling effectiveness analysis of momentum and heat transfer in a fixed bed silo-dryer through computational fluid-dynamics,"Mateus, F.L.B. and Júnior, I.P.",2021,Coffee Science,10.25186/.V16I.1902,drying_kinetics,False,no
Physiological and sensorial quality of arabica coffee subjected to different temperatures and drying airflows,"Alves, G.E. and Borém, F.M. and Isquierdo, E.P. and Siqueira, V.C. and Cirillo, M.Â. and Pinto, A.C.F.",2017,Acta Scientiarum - Agronomy,10.4025/actasciagron.v39i2.31065,coffee_quality,False,no
Experimental Analysis and Numerical Simulation of Coffee Bean Drying in Packed Beds with Different Coffee Bean Stack Height,"Fauzi, M.B. and Kosasih, E.A. and Dzaky, M.I. and Nasution, G.G. and Zikri, A.",2025,Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,10.37934/arfmts.128.2.122138,drying_kinetics,False,no
"Influence of Drying Methods on the Post-Harvest Quality of Coffee: Effects on Physicochemical, Sensory, and Microbiological Composition","Abreu, D.J.M.D. and Lorenço, M.S. and Machado, G.G.L. and Silva, J.M. and Azevedo, E.C.D. and Carvalho, E.E.N.",2025,Foods,10.3390/foods14091463,solar_drying,False,no
Improving Coffee Bean Drying Performance Using Polydryer (Dryer Assisted with Superabsorbent Polymer),"Abidin, A.Z. and Steven, S. and Yemensia, E.V. and Satyodriyani, K.R. and Syahriani, W.F. and Abidin, T. and Putra, R.P.",2024,International Journal of Chemical Engineering,10.1155/2024/1559845,drying_kinetics,False,no
The influence of natrural fermentation on coffee drink quality,"Pereira, L.F.B. and Franco Junior, K.S. and Barbosa, C.K.R.",2020,Coffee Science,10.25186/.v15i.1673,coffee_processing,False,no
